queue_rank,repro_dir,pattern_hash,kind,family,n_points,n_models,total_occurrences,old_oracle_candidates,status,owner,notes
1545,var_mean_69ffe374d494,69ffe374d494,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1546,var_mean_6ad2dcf096da,6ad2dcf096da,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1547,var_mean_6b958e610b41,6b958e610b41,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1548,var_mean_6c73cc36288d,6c73cc36288d,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1549,var_mean_6cd69c8f3b06,6cd69c8f3b06,reduction,unclassified_priority_gap,1,1,1,~var_mean_219e8e620fdc;~var_mean_48ed6e5abc45;~var_mean_4c529682a7a5,unclaimed,,
1550,var_mean_6fab970680a5,6fab970680a5,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1551,var_mean_724b7e0b69d8,724b7e0b69d8,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1552,var_mean_755a7f9b1e5b,755a7f9b1e5b,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1553,var_mean_764425449966,764425449966,reduction,unclassified_priority_gap,1,2,1,~var_mean_7188729904dd;~var_mean_aab92b38df11;~var_mean_5bea7483a354,unclaimed,,
1554,var_mean_771a0a39f4b9,771a0a39f4b9,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1555,var_mean_78fea59fb397,78fea59fb397,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1556,var_mean_7947f1107256,7947f1107256,reduction,norm_template_canonicalization,1,2,1,~var_mean_0dc1c0150d30;~var_mean_0bb837cbf30a;~var_mean_6084e124876c,unclaimed,,
1557,var_mean_7c71094ec875,7c71094ec875,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1558,var_mean_806c5b6bb326,806c5b6bb326,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1559,var_mean_80e7ff4dee7f,80e7ff4dee7f,reduction,norm_template_canonicalization,1,1,1,var_mean_9d062f8786e2;var_mean_bf21b62ff8f8,unclaimed,,
1560,var_mean_813b85fdc01b,813b85fdc01b,reduction,norm_template_canonicalization,1,2,1,var_mean_1c7b809d512d,unclaimed,,
1561,var_mean_8187f7c4e01e,8187f7c4e01e,reduction,norm_template_canonicalization,1,1,1,~var_mean_170cb6646cc0,unclaimed,,
1562,var_mean_82b860c4d592,82b860c4d592,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1563,var_mean_8314454e86eb,8314454e86eb,reduction,norm_template_canonicalization,1,2,1,~var_mean_c4eed3e5da72;~var_mean_52d34178da6e,unclaimed,,
1564,var_mean_84afcf996095,84afcf996095,reduction,norm_template_canonicalization,1,2,1,~var_mean_d22940b03b5c;~var_mean_d8fae237d769;~var_mean_034578d167c5,unclaimed,,
1565,var_mean_84c3481ab476,84c3481ab476,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1566,var_mean_84dec355d0a4,84dec355d0a4,reduction,norm_template_canonicalization,1,2,1,~var_mean_5b0c15caa439,unclaimed,,
1567,var_mean_87444703be27,87444703be27,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1568,var_mean_88a3ff825dcf,88a3ff825dcf,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1569,var_mean_88c8b20940d5,88c8b20940d5,reduction,norm_template_canonicalization,1,2,1,~var_mean_26f78838cb62;~var_mean_792162dbb8a3;~var_mean_e8133a6f0de6,unclaimed,,
1570,var_mean_8ae98a8e9539,8ae98a8e9539,reduction,unclassified_priority_gap,1,1,1,~var_mean_90925aa2d616;~var_mean_d22940b03b5c;~var_mean_d8fae237d769,unclaimed,,
1571,var_mean_8b98e0815e8e,8b98e0815e8e,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1572,var_mean_8c76be9c9a48,8c76be9c9a48,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1573,var_mean_8e06cc841b36,8e06cc841b36,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1574,var_mean_8ef72e7459c3,8ef72e7459c3,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1575,var_mean_9051d879a6b2,9051d879a6b2,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1576,var_mean_922c346a8f22,922c346a8f22,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1577,var_mean_92c5ebca24ad,92c5ebca24ad,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1578,var_mean_92d134082176,92d134082176,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1579,var_mean_939bc8d57810,939bc8d57810,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1580,var_mean_946a2b8c06c5,946a2b8c06c5,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1581,var_mean_952857910fc0,952857910fc0,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1582,var_mean_954cf90ce025,954cf90ce025,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1583,var_mean_957ff7efcdb5,957ff7efcdb5,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1584,var_mean_9625c3505249,9625c3505249,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1585,var_mean_978d6d771932,978d6d771932,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1586,var_mean_98dfd95c9655,98dfd95c9655,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1587,var_mean_98e46bbef184,98e46bbef184,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1588,var_mean_99472cd8aaf2,99472cd8aaf2,reduction,norm_template_canonicalization,1,2,1,~var_mean_d22940b03b5c;~var_mean_d8fae237d769;~var_mean_edac0b24cfa0,unclaimed,,
1589,var_mean_9b89c81024e8,9b89c81024e8,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1590,var_mean_9ce76edffcec,9ce76edffcec,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1591,var_mean_9d56b9ed5aa7,9d56b9ed5aa7,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1592,var_mean_9db2b9cb3dc2,9db2b9cb3dc2,reduction,norm_template_canonicalization,1,2,1,~var_mean_a5d43c43648a;~var_mean_15e821204e82;~var_mean_3c8a0f3690b9,unclaimed,,
1593,var_mean_9e07bb297a15,9e07bb297a15,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1594,var_mean_9f3bef8d360d,9f3bef8d360d,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1595,var_mean_9f7fee57d4ab,9f7fee57d4ab,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1596,var_mean_9ffbb6ad3f83,9ffbb6ad3f83,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1597,var_mean_a0fe76af4db4,a0fe76af4db4,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1598,var_mean_a143a82c2f77,a143a82c2f77,reduction,norm_template_canonicalization,1,2,1,~var_mean_6f5e73770101;~var_mean_b0e2cade591e;~var_mean_e44de9a60b6b,unclaimed,,
1599,var_mean_a14529c8d2ba,a14529c8d2ba,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1600,var_mean_a150df3e3295,a150df3e3295,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1601,var_mean_a2329fda80e5,a2329fda80e5,reduction,unclassified_priority_gap,1,1,1,~var_mean_aabf4b70dc64,unclaimed,,
1602,var_mean_a2716750e22b,a2716750e22b,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1603,var_mean_a48ef61eae4e,a48ef61eae4e,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1604,var_mean_a4aad49412c5,a4aad49412c5,reduction,norm_template_canonicalization,1,1,1,~var_mean_32352a093910;~var_mean_7f6c23807d7b;~var_mean_c7f1676ab603,unclaimed,,
1605,var_mean_a4c92b1bdab7,a4c92b1bdab7,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1606,var_mean_a5935fda7ed0,a5935fda7ed0,reduction,unclassified_priority_gap,1,1,1,~var_mean_40d5a5a49ffd;~var_mean_b3ec7ad4195e;~var_mean_c97d1570c0ff,unclaimed,,
1607,var_mean_a73bc583f18c,a73bc583f18c,reduction,norm_template_canonicalization,1,2,1,var_mean_c4eed3e5da72,unclaimed,,
1608,var_mean_a7b32508693f,a7b32508693f,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1609,var_mean_a817e12c3ff0,a817e12c3ff0,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1610,var_mean_a82162370df1,a82162370df1,reduction,unclassified_priority_gap,1,1,1,var_mean_5bea7483a354;var_mean_8e122e47d0a5;var_mean_bccbe164e3a1,unclaimed,,
1611,var_mean_a82aa6115201,a82aa6115201,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1612,var_mean_a83b84b3c160,a83b84b3c160,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1613,var_mean_a93937c5ef33,a93937c5ef33,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1614,var_mean_ac119d330398,ac119d330398,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1615,var_mean_ac2b7ba56267,ac2b7ba56267,reduction,norm_template_canonicalization,1,1,1,var_mean_550595226896;var_mean_d158ce08e24a,unclaimed,,
1616,var_mean_af84c0099cf6,af84c0099cf6,reduction,norm_template_canonicalization,1,1,1,var_mean_327c3b97bf10;var_mean_d61716dfd9dd,unclaimed,,
1617,var_mean_b1d294e82f98,b1d294e82f98,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1618,var_mean_b20c40e35cf9,b20c40e35cf9,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1619,var_mean_b3da7b6611bb,b3da7b6611bb,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1620,var_mean_b48155c1deba,b48155c1deba,reduction,norm_template_canonicalization,1,2,1,~var_mean_2f98fd23fbea;~var_mean_e4d2655a5279,unclaimed,,
1621,var_mean_b79012c788ec,b79012c788ec,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1622,var_mean_b9860366162b,b9860366162b,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1623,var_mean_b992292547d6,b992292547d6,reduction,norm_template_canonicalization,1,1,1,var_mean_2fcef21b360d,unclaimed,,
1624,var_mean_bb47e1722ef5,bb47e1722ef5,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1625,var_mean_bc789056cbad,bc789056cbad,reduction,norm_template_canonicalization,1,1,1,~var_mean_55b78000aab0;~var_mean_819a2cfa3958,unclaimed,,
1626,var_mean_bd131d27d0b6,bd131d27d0b6,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1627,var_mean_bfb43d518019,bfb43d518019,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1628,var_mean_bfcd1c4ecf2f,bfcd1c4ecf2f,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1629,var_mean_c003cf6c87f4,c003cf6c87f4,reduction,norm_template_canonicalization,1,2,1,~var_mean_4df459ab207d;~var_mean_617b759d99fa,unclaimed,,
1630,var_mean_c0088addea6c,c0088addea6c,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1631,var_mean_c0264c0d2975,c0264c0d2975,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1632,var_mean_c3bca3bfa0d7,c3bca3bfa0d7,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1633,var_mean_c3d36ccf2d97,c3d36ccf2d97,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1634,var_mean_c4854df4a665,c4854df4a665,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1635,var_mean_c497532d8dfc,c497532d8dfc,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1636,var_mean_c66a4a92eb88,c66a4a92eb88,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1637,var_mean_c73b66c15ee4,c73b66c15ee4,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1638,var_mean_c73c84bdccde,c73c84bdccde,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1639,var_mean_c7e6741fa8cd,c7e6741fa8cd,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1640,var_mean_c977e7f52b49,c977e7f52b49,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1641,var_mean_c9bedae3fa5f,c9bedae3fa5f,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1642,var_mean_cb5f3cbe2c04,cb5f3cbe2c04,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1643,var_mean_ceafd02ea4c4,ceafd02ea4c4,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1644,var_mean_cf1e58d307b4,cf1e58d307b4,reduction,unclassified_priority_gap,1,1,1,~var_mean_4c9e3e3af443,unclaimed,,
1645,var_mean_cf9088d163f5,cf9088d163f5,reduction,norm_template_canonicalization,1,2,1,var_mean_3e029dc6a6fc;var_mean_8bea515a2fe0,unclaimed,,
1646,var_mean_d032d6c3e14d,d032d6c3e14d,reduction,norm_template_canonicalization,1,2,1,~var_mean_1bab7e80cec1;~var_mean_1c7b809d512d;~var_mean_9d062f8786e2,unclaimed,,
1647,var_mean_d0ae6f6e894f,d0ae6f6e894f,reduction,norm_template_canonicalization,1,1,1,~var_mean_afe9cb36192d,unclaimed,,
1648,var_mean_d1f8c258a72a,d1f8c258a72a,reduction,norm_template_canonicalization,1,1,1,var_mean_a4b0facb2977,unclaimed,,
1649,var_mean_d301b5fe0f3c,d301b5fe0f3c,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1650,var_mean_d33fa0afafb6,d33fa0afafb6,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1651,var_mean_d49a6f9122fd,d49a6f9122fd,reduction,norm_template_canonicalization,1,1,1,~var_mean_034578d167c5;~var_mean_d22940b03b5c;~var_mean_d8fae237d769,unclaimed,,
1652,var_mean_d552da4c6138,d552da4c6138,reduction,norm_template_canonicalization,1,2,1,~var_mean_d22940b03b5c;~var_mean_d8fae237d769;~var_mean_edac0b24cfa0,unclaimed,,
1653,var_mean_d6d0815bb6fa,d6d0815bb6fa,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1654,var_mean_d7e9d309a0c1,d7e9d309a0c1,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1655,var_mean_d8a04dcc69ee,d8a04dcc69ee,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1656,var_mean_d8af25d872f0,d8af25d872f0,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1657,var_mean_d99603638029,d99603638029,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1658,var_mean_daa978c10e99,daa978c10e99,reduction,norm_template_canonicalization,1,2,1,~var_mean_052df521537f;~var_mean_3f319cc01bd1;~var_mean_42b3beb8ea30,unclaimed,,
1659,var_mean_db63028c4eb9,db63028c4eb9,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1660,var_mean_dba2f104e79d,dba2f104e79d,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1661,var_mean_dc0663f33d87,dc0663f33d87,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1662,var_mean_dd2fe2576476,dd2fe2576476,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1663,var_mean_ddc379848ac5,ddc379848ac5,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1664,var_mean_de67d1ec8cfb,de67d1ec8cfb,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1665,var_mean_df9f120feef7,df9f120feef7,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1666,var_mean_e063bcf2d8d5,e063bcf2d8d5,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1667,var_mean_e187399c29bb,e187399c29bb,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1668,var_mean_e1d758bfd9bc,e1d758bfd9bc,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1669,var_mean_e24ed1c36a95,e24ed1c36a95,reduction,norm_template_canonicalization,1,1,1,~var_mean_32352a093910;~var_mean_7f6c23807d7b;~var_mean_c7f1676ab603,unclaimed,,
1670,var_mean_e298a963e1ee,e298a963e1ee,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1671,var_mean_e39b672700be,e39b672700be,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1672,var_mean_e512a263e932,e512a263e932,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1673,var_mean_e59fb82095be,e59fb82095be,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1674,var_mean_e5a8f396e9fa,e5a8f396e9fa,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1675,var_mean_e6f457facad2,e6f457facad2,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1676,var_mean_e7bcffc0e186,e7bcffc0e186,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1677,var_mean_e835ce476902,e835ce476902,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1678,var_mean_e8d19aecbc03,e8d19aecbc03,reduction,norm_template_canonicalization,1,1,1,var_mean_d22940b03b5c;var_mean_d8fae237d769,unclaimed,,
1679,var_mean_ea17bbef3a14,ea17bbef3a14,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1680,var_mean_eb2691523e1f,eb2691523e1f,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1681,var_mean_ec73bf00e3e1,ec73bf00e3e1,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1682,var_mean_ec9057741b2d,ec9057741b2d,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1683,var_mean_ece07e97e2fe,ece07e97e2fe,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1684,var_mean_ece687e898ac,ece687e898ac,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1685,var_mean_ed219c5108e6,ed219c5108e6,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1686,var_mean_ed2e4094de1e,ed2e4094de1e,reduction,norm_template_canonicalization,1,1,1,~var_mean_f3432607acca;~var_mean_f58b743b2264,unclaimed,,
1687,var_mean_ee167627f636,ee167627f636,reduction,norm_template_canonicalization,1,1,1,var_mean_d22940b03b5c;var_mean_d8fae237d769,unclaimed,,
1688,var_mean_ef83fb4a9dbc,ef83fb4a9dbc,reduction,norm_template_canonicalization,1,1,1,var_mean_78804fb104a5,unclaimed,,
1689,var_mean_f0e10186a3cf,f0e10186a3cf,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1690,var_mean_f0fb76589ff6,f0fb76589ff6,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1691,var_mean_f1094971e1b4,f1094971e1b4,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1692,var_mean_f13145f53165,f13145f53165,reduction,norm_template_canonicalization,1,1,1,var_mean_8287d162bd36,unclaimed,,
1693,var_mean_f1628f66ca9d,f1628f66ca9d,reduction,norm_template_canonicalization,1,2,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1694,var_mean_f7906a6c6957,f7906a6c6957,reduction,unclassified_priority_gap,1,1,1,var_mean_819a2cfa3958,unclaimed,,
1695,var_mean_f7b8ee7f7654,f7b8ee7f7654,reduction,norm_template_canonicalization,1,2,1,~var_mean_ab319cc25097;~var_mean_c4eed3e5da72,unclaimed,,
1696,var_mean_f9d8faf2bd9a,f9d8faf2bd9a,reduction,norm_template_canonicalization,1,1,1,var_mean_2ad1aa26eb79;var_mean_549fdfa09721;var_mean_5fa359332f2e,unclaimed,,
1697,var_mean_f9dcf755019d,f9dcf755019d,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1698,var_mean_fb44620c46b0,fb44620c46b0,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1699,var_mean_fb9b8dccff88,fb9b8dccff88,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1700,var_mean_fbc9e58f2e01,fbc9e58f2e01,reduction,reduction_var_mean,1,1,1,,unclaimed,,
1701,var_mean_fbfc0104897d,fbfc0104897d,reduction,norm_template_canonicalization,1,1,1,var_mean_24db25e30504,unclaimed,,
1702,var_mean_fda6b7a40722,fda6b7a40722,reduction,norm_template_canonicalization,1,2,1,~var_mean_c408b9eb8855;~var_mean_06924cc70cb4;~var_mean_1b02c576e1eb,unclaimed,,
1703,var_mean_fdbe15b24063,fdbe15b24063,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
1704,var_mean_fded946cd26f,fded946cd26f,reduction,norm_template_canonicalization,1,1,1,var_mean_1f499ddad801,unclaimed,,
1705,var_mean_fedecee359f3,fedecee359f3,reduction,norm_template_canonicalization,1,1,1,~var_mean_2ad1aa26eb79;~var_mean_549fdfa09721;~var_mean_5fa359332f2e,unclaimed,,
